#TYPE System.Management.Automation.PSCustomObject
"technique_id","technique_name","event_id","event_name","link_text","source_name","sec_rec_name"
"T1223","Compiled HTML File","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1220","XSL Script Processing","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1181","Extra Window Memory Injection","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1116","Code Signing","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1223","Compiled HTML File","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1140","Deobfuscate/Decode Files or Information","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1089","Disabling Security Tools ","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1181","Extra Window Memory Injection","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1222","File Permissions Modification","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1220","XSL Script Processing","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1102","Web Service","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1102","Web Service","-1","This auditing subcategory does not contain any events. It is intended for future use.","-","No Source","No Recommendation"
"T1202","Indirect Command Execution","1","Process creation","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1118","InstallUtil","1","Process creation","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1170","Mshta","1","Process creation","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1121","Regsvcs/Regasm","1","Process creation","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1118","InstallUtil","1","Process creation","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1170","Mshta","1","Process creation","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1121","Regsvcs/Regasm","1","Process creation","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1073","DLL Side-Loading","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1202","Indirect Command Execution","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1118","InstallUtil","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1170","Mshta","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1121","Regsvcs/Regasm","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1117","Regsvr32","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1038","DLL Search Order Hijacking","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1118","InstallUtil","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1170","Mshta","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1121","Regsvcs/Regasm","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1117","Regsvr32","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1038","DLL Search Order Hijacking","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1038","DLL Search Order Hijacking","7","Image loaded","https://docs.microsoft.com/en-us/sysinternals/downloads/sysmon","Sysmon","Monitor"
"T1006","File System Logical Offsets","200",,,,
"T1006","File System Logical Offsets","201",,,,
"T1006","File System Logical Offsets","202",,,,
"T1006","File System Logical Offsets","203",,,,
"T1006","File System Logical Offsets","204",,,,
"T1006","File System Logical Offsets","205",,,,
"T1006","File System Logical Offsets","206",,,,
"T1006","File System Logical Offsets","207",,,,
"T1006","File System Logical Offsets","208",,,,
"T1006","File System Logical Offsets","209",,,,
"T1006","File System Logical Offsets","210",,,,
"T1006","File System Logical Offsets","211",,,,
"T1006","File System Logical Offsets","212",,,,
"T1006","File System Logical Offsets","213",,,,
"T1006","File System Logical Offsets","214",,,,
"T1006","File System Logical Offsets","215",,,,
"T1006","File System Logical Offsets","216",,,,
"T1006","File System Logical Offsets","217",,,,
"T1006","File System Logical Offsets","218",,,,
"T1006","File System Logical Offsets","219",,,,
"T1006","File System Logical Offsets","220",,,,
"T1006","File System Logical Offsets","221",,,,
"T1006","File System Logical Offsets","222",,,,
"T1006","File System Logical Offsets","223",,,,
"T1006","File System Logical Offsets","224",,,,
"T1006","File System Logical Offsets","225",,,,
"T1006","File System Logical Offsets","226",,,,
"T1006","File System Logical Offsets","227",,,,
"T1006","File System Logical Offsets","228",,,,
"T1006","File System Logical Offsets","229",,,,
"T1006","File System Logical Offsets","230",,,,
"T1006","File System Logical Offsets","231",,,,
"T1006","File System Logical Offsets","232",,,,
"T1006","File System Logical Offsets","233",,,,
"T1006","File System Logical Offsets","234",,,,
"T1006","File System Logical Offsets","235",,,,
"T1006","File System Logical Offsets","236",,,,
"T1006","File System Logical Offsets","237",,,,
"T1006","File System Logical Offsets","238",,,,
"T1006","File System Logical Offsets","239",,,,
"T1006","File System Logical Offsets","240",,,,
"T1006","File System Logical Offsets","241",,,,
"T1006","File System Logical Offsets","242",,,,
"T1006","File System Logical Offsets","243",,,,
"T1006","File System Logical Offsets","244",,,,
"T1006","File System Logical Offsets","245",,,,
